id,self_link,title,subtitle,authors,publisher,description,industry_identifier,reading_modes_text,reading_modes_image,page_count,categories,language,image_link,ratings_count,average_rating,sale_country,saleability,is_ebook,list_price_amount,list_price_currency,retail_price_amount,retail_price_currency,buy_link,published_date
lA5IAAAAYAAJ,https://www.googleapis.com/books/v1/volumes/lA5IAAAAYAAJ,"Modern Game Breeding and Hunting Club News",,,,,CORNELL:31924069771750,0,0,802,"Game and game-birds",en,http://books.google.com/books/content?id=lA5IAAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1939
LauMDwAAQBAJ,https://www.googleapis.com/books/v1/volumes/LauMDwAAQBAJ,"Python for Programmers",,"Paul Deitel, Harvey Deitel","Prentice Hall","The professional programmer’s Deitel® guide to Python® with introductory artificial intelligence case studies Written for programmers with a background in another high-level language, Python for Programmers uses hands-on instruction to teach today’s most compelling, leading-edge computing technologies and programming in Python–one of the world’s most popular and fastest-growing languages. Please read the Table of Contents diagram inside the front cover and the Preface for more details. In the context of 500+, real-world examples ranging from individual snippets to 40 large scripts and full implementation case studies, you’ll use the interactive IPython interpreter with code in Jupyter Notebooks to quickly master the latest Python coding idioms. After covering Python Chapters 1-5 and a few key parts of Chapters 6-7, you’ll be able to handle significant portions of the hands-on introductory AI case studies in Chapters 11-16, which are loaded with cool, powerful, contemporary examples. These include natural language processing, data mining Twitter® for sentiment analysis, cognitive computing with IBM® WatsonTM, supervised machine learning with classification and regression, unsupervised machine learning with clustering, computer vision through deep learning and convolutional neural networks, deep learning with recurrent neural networks, big data with Hadoop®, SparkTM and NoSQL databases, the Internet of Things and more. You’ll also work directly or indirectly with cloud-based services, including Twitter, Google TranslateTM, IBM Watson, Microsoft® Azure®, OpenMapQuest, PubNub and more. Features 500+ hands-on, real-world, live-code examples from snippets to case studies IPython + code in Jupyter® Notebooks Library-focused: Uses Python Standard Library and data science libraries to accomplish significant tasks with minimal code Rich Python coverage: Control statements, functions, strings, files, JSON serialization, CSV, exceptions Procedural, functional-style and object-oriented programming Collections: Lists, tuples, dictionaries, sets, NumPy arrays, pandas Series & DataFrames Static, dynamic and interactive visualizations Data experiences with real-world datasets and data sources Intro to Data Science sections: AI, basic stats, simulation, animation, random variables, data wrangling, regression AI, big data and cloud data science case studies: NLP, data mining Twitter®, IBM® WatsonTM, machine learning, deep learning, computer vision, Hadoop®, SparkTM, NoSQL, IoT Open-source libraries: NumPy, pandas, Matplotlib, Seaborn, Folium, SciPy, NLTK, TextBlob, spaCy, Textatistic, Tweepy, scikit-learn®, Keras and more Accompanying code examples are available here: http://ptgmedia.pearsoncmg.com/imprint_downloads/informit/bookreg/9780135224335/9780135224335_examples.zip. Register your product for convenient access to downloads, updates, and/or corrections as they become available. See inside book for more information.",9780135231340,1,1,1259,Computers,en,http://books.google.com/books/content?id=LauMDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,3913,INR,3913,INR,https://play.google.com/store/books/details?id=LauMDwAAQBAJ&rdid=book-LauMDwAAQBAJ&rdot=1&source=gbs_api,2019-03-15
lEBDyQEACAAJ,https://www.googleapis.com/books/v1/volumes/lEBDyQEACAAJ,"Building Python Programs (POD File)",,"Stuart Reges",,,0135307317,0,0,833,,en,,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2018
lFWdjdgvl5gC,https://www.googleapis.com/books/v1/volumes/lFWdjdgvl5gC,"Search Engines for the World Wide Web",,"Alfred Glossbrenner, Emily Glossbrenner",,"Harness the hidden powers of the Web search engines and save hours of frustration with the second edition of this easy-to-use guide--updated to reflect overhauls in the major search sites.",NWU:35556030017560,0,0,300,Computers,en,http://books.google.com/books/content?id=lFWdjdgvl5gC&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1999
LkFVAAAAMAAJ,https://www.googleapis.com/books/v1/volumes/LkFVAAAAMAAJ,"Linux Journal",,,,,UOM:39015048322823,0,0,1098,Linux,en,http://books.google.com/books/content?id=LkFVAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2001
lMfaDwAAQBAJ,https://www.googleapis.com/books/v1/volumes/lMfaDwAAQBAJ,"Basics of Python Programming","Embrace the Future of Python","Dr. Pratiyush Guleria","BPB Publications","Learn a Programmer-Friendly language KEY FEATURES Strengthens the foundations, as a detailed explanation of programming language concepts are given in a simple mannerÊÊÊÊÊÊÊÊÊÊÊÊÊÊÊ Lists down all the important points that you need to know related to various topics in an organized manner Prepares you for coding related interview and theoretical questions Provides an in-depth explanation of complex topics and Questions It focuses on how to think logically to solve a problem Follows a systematic approach that will help you to prepare for an interview in a short duration of time Exercises are exceptionally useful to complete the readerÕs understanding of a topic DESCRIPTION Book will come as a relief to the students wishing to go through a comprehensive work explaining the programming concepts of Python. Examples are given with proper description, offering a variety of practical examples and conceptual problems along with their systematically worked out solutions. It also covers all the concepts which are helpful for the students and beginners to learn the basics of Python programming. Ê WHAT WILL YOU LEARN This book is written, taking into consideration the skills required at the beginner level for understanding Python Programming Concepts. The book covers the practical examples of Python in an easy way so that students can able to understand efficiently. Ê WHO THIS BOOK IS FOR Book promises to be a perfect starting point for beginners and an asset for those having insight towards programming.Ê Table of ContentsÊ 1. IntroductionÊ 2. Conditions and Loops 3. Arrays and Functions 4. Lists, Tuples, Iterators and GeneratorsDictionaries and Modules 5. File Handling and Databases 6. Object-Oriented Programming 7. Regular Expressions, Date, and Time 8. Exception Handling 9. Practice Exercise",9789388511803,1,1,94,Computers,en,http://books.google.com/books/content?id=lMfaDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,376,INR,263,INR,https://play.google.com/store/books/details?id=lMfaDwAAQBAJ&rdid=book-lMfaDwAAQBAJ&rdot=1&source=gbs_api,2020
lnRVAAAAMAAJ,https://www.googleapis.com/books/v1/volumes/lnRVAAAAMAAJ,"C/C++ Users Journal",,,,,UOM:39015058900328,0,0,764,"C (Computer program language)",en,http://books.google.com/books/content?id=lnRVAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2003
LPOrDwAAQBAJ,https://www.googleapis.com/books/v1/volumes/LPOrDwAAQBAJ,"Programming With Python","The Comprehensive Guide to Mastering Python Programming for Beginners","Vaibhav Gondaliya","Vaibhav Gondaliya","About Book Title: " Programming With Python: The Comprehensive Guide to Mastering Python Programming for Beginners" Are you interested in learning Python programming? Look no further than this comprehensive guide, designed for beginners to gain a strong foundation in the language. This book covers everything from installation and setup to All fundamental topics such as Conditioning, Loops, Lists, OOPs, DBMS. With clear explanations, real-world examples, and hands-on exercises, you'll be able to master Python in no time. In this book, you'll learn: - How to set up your Python development environment - Python syntax and basic concepts - Data types, variables, and operators - Conditional statements and loops - File input/output and data processing - Functions, modules, and packages - Object-oriented programming and classes This guide also includes a wide range of exercises and projects to help you practice and apply what you've learned. Whether you're a complete beginner or have some programming experience, "Programming with Python" is an essential resource for anyone looking to learn the world's most popular programming language.",,0,1,321,Computers,en,http://books.google.com/books/content?id=LPOrDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,413,INR,289,INR,https://play.google.com/store/books/details?id=LPOrDwAAQBAJ&rdid=book-LPOrDwAAQBAJ&rdot=1&source=gbs_api,2019-08-30
lRCMAQAAQBAJ,https://www.googleapis.com/books/v1/volumes/lRCMAQAAQBAJ,"Python and HDF5","Unlocking Scientific Data","Andrew Collette",""O'Reilly Media, Inc."","Gain hands-on experience with HDF5 for storing scientific data in Python. This practical guide quickly gets you up to speed on the details, best practices, and pitfalls of using HDF5 to archive and share numerical datasets ranging in size from gigabytes to terabytes. Through real-world examples and practical exercises, you’ll explore topics such as scientific datasets, hierarchically organized groups, user-defined metadata, and interoperable files. Examples are applicable for users of both Python 2 and Python 3. If you’re familiar with the basics of Python data analysis, this is an ideal introduction to HDF5. Get set up with HDF5 tools and create your first HDF5 file Work with datasets by learning the HDF5 Dataset object Understand advanced features like dataset chunking and compression Learn how to work with HDF5’s hierarchical structure, using groups Create self-describing files by adding metadata with HDF5 attributes Take advantage of HDF5’s type system to create interoperable files Express relationships among data with references, named types, and dimension scales Discover how Python mechanisms for writing parallel code interact with HDF5",9781491945018,0,1,152,Computers,en,http://books.google.com/books/content?id=lRCMAQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2013-10-21
LsXEwcWDzUUC,https://www.googleapis.com/books/v1/volumes/LsXEwcWDzUUC,"The Century Dictionary","An Encyclopedic Lexicon of the English Language. M.- P.",,,,BSB:BSB11456148,0,1,1346,,en,http://books.google.com/books/content?id=LsXEwcWDzUUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FREE,1,0,,0,,https://play.google.com/store/books/details?id=LsXEwcWDzUUC&rdid=book-LsXEwcWDzUUC&rdot=1&source=gbs_api,1890
lvfaAAAAMAAJ,https://www.googleapis.com/books/v1/volumes/lvfaAAAAMAAJ,"CITES Implementation in Indonesia",,"Tonny Soehartono",,,UOM:39015052964403,0,0,368,"Convention on International Trade in Endangered Species of Wild Fauna and Flora",en,http://books.google.com/books/content?id=lvfaAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2002
LVv6DwAAQBAJ,https://www.googleapis.com/books/v1/volumes/LVv6DwAAQBAJ,"Coding with Minecraft","Build Taller, Farm Faster, Mine Deeper, and Automate the Boring Stuff","Al Sweigart","No Starch Press","A hands-on introduction to coding that teaches you how to program bots to do cool things in the game you love--Minecraft! This book takes the robotic "turtle" method, and extends it to the 3D, interactive world of Minecraft. You've mined for diamonds, crafted dozens of tools, and built all sorts of structures--but what if you could program robots to do all of that for you in a fraction of the time? In Coding with Minecraft®, you'll create a virtual robot army with Lua, a programming language used by professional game developers. Step-by-step coding projects will show you how to write programs that automatically dig mines, collect materials, craft items, and build anything that you can imagine. Along the way, you'll explore key computer science concepts like data types, functions, variables, and more. Learn how to: - Program robots that make smart decisions with flow control - Reuse code so that your robots can farm any crop you want, including wheat, sugar cane, and even cacti! - Program a factory that generates infinite building supplies - Design an algorithm for creating walls and buildings of any size - Code yourself a pickaxe-swinging robotic lumberjack! - Create a robot that digs mine shafts with stairs so you can explore safely Bonus activities in each chapter will help you take your coding skills to the next level. By the end of the book, you'll understand how powerful coding can be and have plenty of robots at your beck and call.",9781593278533,0,0,258,Computers,en,http://books.google.com/books/content?id=LVv6DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2018-05-29
lXo2AQAAMAAJ,https://www.googleapis.com/books/v1/volumes/lXo2AQAAMAAJ,"18-month Report - National Zoological Park",,"National Zoological Park (U.S.)",,,UIUC:30112111921604,0,0,470,Zoos,en,http://books.google.com/books/content?id=lXo2AQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1921
M_5FAQAAMAAJ,https://www.googleapis.com/books/v1/volumes/M_5FAQAAMAAJ,"Description of the Test Specimen of the Rostro-carinate Industry Found Beneath the Norwich Crag",,"Elphinstone Dayrell, Sir Edwin Ray Lankester",,,UIUC:30112056090209,0,0,164,Folklore,en,http://books.google.com/books/content?id=M_5FAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1913
m-3UAAAAMAAJ,https://www.googleapis.com/books/v1/volumes/m-3UAAAAMAAJ,"Bulletin of the School of Oriental Studies, London Institution",,"University of London. School of Oriental and African Studies",,,IND:30000112152685,0,0,890,"African languages",en,http://books.google.com/books/content?id=m-3UAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1923
m-AavgAACAAJ,https://www.googleapis.com/books/v1/volumes/m-AavgAACAAJ,"HT THINK LIKE A COMPUTER SCIEN",,"Jeffrey Elkner, Allen B. Downey, Chris Meyers","Samurai Media Limited","The goal of this book is to teach you to think like a computer scientist. This way of thinking combines some of the best features of mathematics, engineering, and natural science. Like mathematicians, computer scientists use formal languages to denote ideas (specifically computations). Like engineers, they design things, assembling components into systems and evaluating tradeoffs among alternatives. Like scientists, they observe the behavior of complex systems, form hypotheses, and test predictions. The single most important skill for a computer scientist is problem solving. Problem solving means the ability to formulate problems, think creatively about solutions, and express a solution clearly and accurately. As it turns out, the process of learning to program is an excellent opportunity to practice problem-solving skills. That's why this chapter is called, The way of the program. On one level, you will be learning to program, a useful skill by itself. On another level, you will use programming as a means to an end. As we go along, that end will become clearer.",9888406787,0,0,306,Computers,en,http://books.google.com/books/content?id=m-AavgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,1,5,IN,NOT_FOR_SALE,0,0,,0,,,2016-10-04
M2D5nnYlmZoC,https://www.googleapis.com/books/v1/volumes/M2D5nnYlmZoC,"Python Web Development with Django",,"Jeff Forcier, Paul Bissex, Wesley J Chun","Addison-Wesley Professional","Using the simple, robust, Python-based Django framework, you can build powerful Web solutions with remarkably few lines of code. In Python Web Development with Django®, three experienced Django and Python developers cover all the techniques, tools, and concepts you need to make the most of Django 1.0, including all the major features of the new release. The authors teach Django through in-depth explanations, plus provide extensive sample code supported with images and line-by-line explanations. You’ll discover how Django leverages Python’s development speed and flexibility to help you solve a wide spectrum of Web development problems and learn Django best practices covered nowhere else. You’ll build your first Django application in just minutes and deepen your real-world skills through start-to-finish application projects including Simple Web log (blog) Online photo gallery Simple content management system Ajax-powered live blogger Online source code sharing/syntax highlighting tool How to run your Django applications on the Google App Engine This complete guide starts by introducing Python, Django, and Web development concepts, then dives into the Django framework, providing a deep understanding of its major components (models, views, templates), and how they come together to form complete Web applications. After a discussion of four independent working Django applications, coverage turns to advanced topics, such as caching, extending the template system, syndication, admin customization, and testing. Valuable reference appendices cover using the command-line, installing and configuring Django, development tools, exploring existing Django applications, the Google App Engine, and how to get more involved with the Django community. Introduction 1 Part I: Getting Started Chapter 1: Practical Python for Django 7 Chapter 2: Django for the Impatient: Building a Blog 57 Chapter 3: Starting Out 77 Part II: Django in Depth Chapter 4: Defining and Using Models 89 Chapter 5: URLs, HTTP Mechanisms, and Views 117 Chapter 6: Templates and Form Processing 135 Part III: Django Applications by Example Chapter 7: Photo Gallery 159 Chapter 8: Content Management System 181 Chapter 9: Liveblog 205 Chapter 10: Pastebin 221 Part IV: Advanced Django Techniques and Features Chapter 11: Advanced Django Programming 235 Chapter 12: Advanced Django Deployment 261 Part V: Appendices Appendix A: Command Line Basics 285 Appendix B: Installing and Running Django 295 Appendix C: Tools for Practical Django Development 313 Appendix D: Finding, Evaluating, and Using Django Applications 321 Appendix E: Django on the Google App Engine 325 Appendix F: Getting Involved in the Django Project 337 Index 339 Colophon 375",9780132701815,1,1,488,Computers,en,http://books.google.com/books/content?id=M2D5nnYlmZoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,1,1,IN,FOR_SALE,1,2463,INR,2463,INR,https://play.google.com/store/books/details?id=M2D5nnYlmZoC&rdid=book-M2D5nnYlmZoC&rdot=1&source=gbs_api,2008-10-24
M5p9vQEACAAJ,https://www.googleapis.com/books/v1/volumes/M5p9vQEACAAJ,"Algorithms in C++",,"Robert Sedgewick",,,LCCN:98071799,0,0,1,"C++ (Computer program language)",en,,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1998
M68hAwAAQBAJ,https://www.googleapis.com/books/v1/volumes/M68hAwAAQBAJ,"Python for Software Design","How to Think Like a Computer Scientist","Allen B. Downey","Cambridge University Press","A no-nonsense introduction to software design using the Python programming language. Written for people with no programming experience, this book starts with the most basic concepts and gradually adds new material. Some of the ideas students find most challenging, like recursion and object-oriented programming, are divided into a sequence of smaller steps and introduced over the course of several chapters. The focus is on the programming process, with special emphasis on debugging. The book includes a wide range of exercises, from short examples to substantial projects, so that students have ample opportunity to practise each new concept. Exercise solutions and code examples are available from thinkpython.com, along with Swampy, a suite of Python programs that is used in some of the exercises.",9781139479226,1,1,273,Computers,en,http://books.google.com/books/content?id=M68hAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,1,4,IN,NOT_FOR_SALE,0,0,,0,,,2009-03-09
mAy_CffZSDgC,https://www.googleapis.com/books/v1/volumes/mAy_CffZSDgC,"Python 3 Object Oriented Programming",,"Dusty Phillips","Packt Publishing Ltd","Harness the power of Python 3 objects.",9781849511278,1,1,591,Computers,en,http://books.google.com/books/content?id=mAy_CffZSDgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,1,5,IN,FOR_SALE,1,2899,INR,2899,INR,https://play.google.com/store/books/details?id=mAy_CffZSDgC&rdid=book-mAy_CffZSDgC&rdot=1&source=gbs_api,2010-07-26
mD8U0AEACAAJ,https://www.googleapis.com/books/v1/volumes/mD8U0AEACAAJ,"Statistics Using Python",,"OSWALD. CAMPESATO",,"This book is designed to offer a fast-paced yet thorough introduction to essential statistical concepts using Python code samples, and aims to assist data scientists in their daily endeavors. The ability to extract meaningful insights from data requires a deep understanding of statistics. The book ensures that each topic is introduced with clarity, followed by executable Python code samples that can be modified and applied according to individual needs. Topics include working with data and exploratoryanalysis, the basics of probability, descriptive and inferential statistics and their applications, metrics for data analysis, probability distributions, hypothesis testing, and more. Appendices on Python and Pandas have been included. From foundational Python concepts to the intricacies of statistics, this book serves as a comprehensive resource for both beginners and seasoned professionals. FEATURES Provides Python code samples to ensure readers can immediately apply what they learn Covers everything from basic data handling to advanced statistical concepts Features downloadable companion files with code samples and figures Includes two appendices, An Introduction to Python and an Introduction to Pandas as refresher material",1683928806,0,0,0,Computers,en,http://books.google.com/books/content?id=mD8U0AEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2023-12-13
mewUAQAAMAAJ,https://www.googleapis.com/books/v1/volumes/mewUAQAAMAAJ,"Astronomical Data Analysis Software and Systems XV","Proceedings of a Meeting Held in San Lorenzo de El Escorial, Spain, 2-5 October 2005","Carlos Gabriel",,,1583812199,0,0,850,Astronomy,en,http://books.google.com/books/content?id=mewUAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2006
MGgtAQAAMAAJ,https://www.googleapis.com/books/v1/volumes/MGgtAQAAMAAJ,"2003 IEEE Nuclear Science Symposium","Conference Record : Nuclear Science Symposium : Medical Imaging Conference : 19-25 October, 2003, Portland, Oregon, USA",,,,PSU:000054383869,0,0,834,"Diagnostic imaging",en,http://books.google.com/books/content?id=MGgtAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2004
MGkyAQAAMAAJ,https://www.googleapis.com/books/v1/volumes/MGkyAQAAMAAJ,"Osiris and the Egyptian Resurrection",,"Sir Ernest Alfred Wallis Budge",,,STANFORD:36105025574604,0,0,458,Egypt,en,http://books.google.com/books/content?id=MGkyAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1911
mh0bU6NXrBgC,https://www.googleapis.com/books/v1/volumes/mh0bU6NXrBgC,"Core Python Programming",,"Wesley Chun","Prentice Hall Professional","Experts and novices alike will be able to find information about every command they'll need to use Linux. This complete, practical desk reference is organized by function, with a road map-style alphabetical reference for quick access of information about all aspects of running and administering the program. The CD-ROM contains Windows and Linux Python distributions plus extensive cross-platform source code from the book.",9780130260369,0,1,805,Computers,en,http://books.google.com/books/content?id=mh0bU6NXrBgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,12,4,IN,NOT_FOR_SALE,0,0,,0,,,2001
MK29wQEACAAJ,https://www.googleapis.com/books/v1/volumes/MK29wQEACAAJ,"Mastering Python Scripting for System Administrators",,"Ganesh Sanjiv Naik","Packt Publishing","Leverage the features and libraries of Python to administrate your environment efficiently. Key Features Learn how to solve problems of system administrators and automate routine activities Learn to handle regular expressions, network administration Building GUI, web-scraping and database administration including data analytics Book Description Python has evolved over time and extended its features in relation to every possible IT operation. Python is simple to learn, yet has powerful libraries that can be used to build powerful Python scripts for solving real-world problems and automating administrators' routine activities. The objective of this book is to walk through a series of projects that will teach readers Python scripting with each project. This book will initially cover Python installation and quickly revise basic to advanced programming fundamentals. The book will then focus on the development process as a whole, from setup to planning to building different tools. It will include IT administrators' routine activities (text processing, regular expressions, file archiving, and encryption), network administration (socket programming, email handling, the remote controlling of devices using telnet/ssh, and protocols such as SNMP/DHCP), building graphical user interface, working with websites (Apache log file processing, SOAP and REST APIs communication, and web scraping), and database administration (MySQL and similar database data administration, data analytics, and reporting). By the end of this book, you will be able to use the latest features of Python and be able to build powerful tools that will solve challenging, real-world tasks What you will learn Understand how to install Python and debug Python scripts Understand and write scripts for automating testing and routine administrative activities Understand how to write scripts for text processing, encryption, decryption, and archiving Handle files, such as pdf, excel, csv, and txt files, and generate reports Write scripts for remote network administration, including handling emails Build interactive tools using a graphical user interface Handle Apache log files, SOAP and REST APIs communication Automate database administration and perform statistical analysis Who this book is for This book would be ideal for users with some basic understanding of Python programming and who are interested in scaling their programming skills to command line scripting and system administration. Prior knowledge of Python would be necessary.",178913322X,0,0,318,Computers,en,http://books.google.com/books/content?id=MK29wQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2019-01-28
MLc6AQAAIAAJ,https://www.googleapis.com/books/v1/volumes/MLc6AQAAIAAJ,"The Ceylon Journal of Medical Science",,,,,UCAL:$B546080,0,0,492,"Medical sciences",en,http://books.google.com/books/content?id=MLc6AQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1956
mO43EAAAQBAJ,https://www.googleapis.com/books/v1/volumes/mO43EAAAQBAJ,"Robust Python",,"Patrick Viafore",""O'Reilly Media, Inc."","Does it seem like your Python projects are getting bigger and bigger? Are you feeling the pain as your codebase expands and gets tougher to debug and maintain? Python is an easy language to learn and use, but that also means systems can quickly grow beyond comprehension. Thankfully, Python has features to help developers overcome maintainability woes. In this practical book, author Patrick Viafore shows you how to use Python's type system to the max. You'll look at user-defined types, such as classes and enums, and Python's type hinting system. You'll also learn how to make Python extensible and how to use a comprehensive testing strategy as a safety net. With these tips and techniques, you'll write clearer and more maintainable code. Learn why types are essential in modern development ecosystems Understand how type choices such as classes, dictionaries, and enums reflect specific intents Make Python extensible for the future without adding bloat Use popular Python tools to increase the safety and robustness of your codebase Evaluate current code to detect common maintainability gotchas Build a safety net around your codebase with linters and tests",9781098100612,1,1,365,Computers,en,http://books.google.com/books/content?id=mO43EAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,FOR_SALE,1,3174,INR,3174,INR,https://play.google.com/store/books/details?id=mO43EAAAQBAJ&rdid=book-mO43EAAAQBAJ&rdot=1&source=gbs_api,2021-07-12
MOW6wgEACAAJ,https://www.googleapis.com/books/v1/volumes/MOW6wgEACAAJ,"Data Science and Analytics with Python",,"Jesus Rogel-Salazar",,,1523120002,0,0,376,"Data mining",en,,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2017
mP5CAQAAIAAJ,https://www.googleapis.com/books/v1/volumes/mP5CAQAAIAAJ,"Entertainment Law","Legal Concepts and Business Practices","Thomas D. Selz",,,STANFORD:36105043791479,0,0,692,"Artists' contracts",en,http://books.google.com/books/content?id=mP5CAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1990
mPmOQgAACAAJ,https://www.googleapis.com/books/v1/volumes/mPmOQgAACAAJ,Python,"The Complete Reference","Martin C. Brown","Complete Reference","Includes complete module guide and details on using Python for RAD--cover.",007212718X,0,0,0,Computers,en,http://books.google.com/books/content?id=mPmOQgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2001
MqJcyAEACAAJ,https://www.googleapis.com/books/v1/volumes/MqJcyAEACAAJ,"Python For Beginners","Learn Python In 5 Days With Step-by-Step Guidance And Hands-On Exercises (Python Programming, Python Crash Course, Programming For Beginners)","James Tudor","Coding Made Easy Book","Learn Python Programming In As Little As 5 Days - Even If You Have No Technical Skills Whatsoever!",1913361896,0,0,132,,en,http://books.google.com/books/content?id=MqJcyAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2019-08-09
Mr59DwAAQBAJ,https://www.googleapis.com/books/v1/volumes/Mr59DwAAQBAJ,"Data Structures and Algorithms in Python",,"Michael T. Goodrich, Roberto Tamassia, Michael H. Goldwasser","John Wiley & Sons","Based on the authors' market leading data structures books in Java and C++, this textbook offers a comprehensive, definitive introduction to data structures in Python by respected authors. Data Structures and Algorithms in Python is the first mainstream object-oriented book available for the Python data structures course. Designed to provide a comprehensive introduction to data structures and algorithms, including their design, analysis, and implementation, the text will maintain the same general structure as Data Structures and Algorithms in Java and Data Structures and Algorithms in C++.",9781118290279,0,0,1,Computers,en,http://books.google.com/books/content?id=Mr59DwAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2013-03-18
mRtAAQAAIAAJ,https://www.googleapis.com/books/v1/volumes/mRtAAQAAIAAJ,"Sys Admin","The Journal for UNIX System Administrators",,,,UCSD:31822033893488,0,0,996,"Operating systems (Computers)",en,http://books.google.com/books/content?id=mRtAAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2004
MrWuDwAAQBAJ,https://www.googleapis.com/books/v1/volumes/MrWuDwAAQBAJ,"Deep Learning from Scratch","Building with Python from First Principles","Seth Weidman","O'Reilly Media","With the resurgence of neural networks in the 2010s, deep learning has become essential for machine learning practitioners and even many software engineers. This book provides a comprehensive introduction for data scientists and software engineers with machine learning experience. You’ll start with deep learning basics and move quickly to the details of important advanced architectures, implementing everything from scratch along the way. Author Seth Weidman shows you how neural networks work using a first principles approach. You’ll learn how to apply multilayer neural networks, convolutional neural networks, and recurrent neural networks from the ground up. With a thorough understanding of how neural networks work mathematically, computationally, and conceptually, you’ll be set up for success on all future deep learning projects. This book provides: Extremely clear and thorough mental models—accompanied by working code examples and mathematical explanations—for understanding neural networks Methods for implementing multilayer neural networks from scratch, using an easy-to-understand object-oriented framework Working implementations and clear-cut explanations of convolutional and recurrent neural networks Implementation of these neural network concepts using the popular PyTorch framework",9781492041382,0,1,253,Computers,en,http://books.google.com/books/content?id=MrWuDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,2019-09-09
mtdVAAAAYAAJ,https://www.googleapis.com/books/v1/volumes/mtdVAAAAYAAJ,Proceedings,,"Indiana Academy of Science",,,UVA:X030789379,0,0,1140,Science,en,http://books.google.com/books/content?id=mtdVAAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,0,0,IN,NOT_FOR_SALE,0,0,,0,,,1921
